Date,Day,Month,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Species
17-Oct-09,17,Oct,2009,Provoked,SCOTLAND,Fife,Deep Sea World Aquarium,Diving,M,23,15-20 puncture wounds to arm by captive shark  PROVOKED INCIDENT,N,Angel shark
14-Oct-09,14,Oct,2009,Unprovoked,AUSTRALIA,Western Australia,NA,Diving,M,23,Severe lacerations to lower right leg,N,Bull shark
2-Oct-09,2,Oct,2009,Provoked,UNITED KINGDOM,Devon,Mewstone Rock,Fishing,M,39,Injury to forearm from shark's spine PROVOKED INCIDENT,N,Dogfish shark
12-Sep-09,12,Sep,2009,Invalid,USA,North Carolina,"Corolla, Currituck County",Swimming,M,60,FATAL,Y,Unknown
7-Sep-09,7,Sep,2009,Unprovoked,BRAZIL,Pernambuco,"Piedade, Recife",Swimming,M,15,FATAL,Y,Unknown
29-Aug-09,29,Aug,2009,Unprovoked,SOUTH AFRICA,Western Cape Province,Glentana,Surfing,M,25,FATAL,Y,White shark
25-Aug-09,25,Aug,2009,Unprovoked,USA,California,"Terramar Beach, Carlsbad, San Diego County",Swimming,F,22,Puncture wounds to left foot & calf,N,White shark
10-Aug-09,10,Aug,2009,Unprovoked,USA,Florida,"Ponce, Volusia County",Swimming,M,26,Puncture marks on left foot,N,Unknown
1-Aug-09,1,Aug,2009,Unprovoked,USA,Louisiana,"Curlew Island, Breton Sound",Walking,M,56,Right ankle & foot bitten,N,Bull shark
31-Jul-09,31,Jul,2009,Unprovoked,BAHAMAS,Abaco Islands,Spanish Cay,Fishing,M,14,Lacerations to calf,N,Bull shark
30-Jul-09,30,Jul,2009,Unprovoked,AUSTRALIA,New South Wales,Broken Head,Surfing,M,14,Left forearm grazed & puncture marks in wetsuit,N,Unknown
29-Jul-09,29,Jul,2009,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon,Swimming,F,41,Foot bitten,N,Unknown
24-Jul-09,24,Jul,2009,Unprovoked,USA,Texas,South Padre Island,Walking,F,14,Lacerations to anterior left lower leg,N,Unknown
22-Jul-09,22,Jul,2009,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,Swimming,F,26,Laceration to left foot,N,Unknown
22-Jul-09,22,Jul,2009,Unprovoked,USA,Florida,"Intracoastal Waterway,      St. Petersburg",Swimming,F,19,Laceration to lower right leg,N,Unknown
18-Jul-09,18,Jul,2009,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon,Swimming,M,57,Severe bite to right leg,N,Unknown
7-Jul-09,7,Jul,2009,Unprovoked,SOUTH AFRICA,Western Cape Province,"Jogensfontein, Stilbaai",Surfing,M,37,Leg bitten,N,Unknown
5-Jul-09,5,Jul,2009,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Paddle and Boogie boarding,F,12,Right ankle bitten,N,Unknown
4-Jul-09,4,Jul,2009,Provoked,USA,Florida,"Biscayne National Park, Miami",Swimming,F,43,Thigh injured by hooked shark PROVOKED INCIDENT,N,Grey nurse shark
1-Jun-09,1,Jun,2009,Unprovoked,EGYPT,St. Johns Reef,Habili Gafar,Snorkeling,F,50,FATAL,Y,Oceanic whitetip shark
31-May-09,31,May,2009,Provoked,TAIWAN,Off Green Island,Onboard the fishing vessel Chin Sheng Fa 13,Fishing,M,46,Lacerations to knee & left lower leg by electrocuted captive shark PROVOKED INCIDENT,N,Unknown
17-May-09,17,May,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,31,Lacerations to left leg & foot,N,Unknown
16-May-09,16,May,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,49,Lacerations to right foot,N,Unknown
16-May-09,16,May,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,55,Lacerations to right hand,N,Unknown
12-May-09,12,May,2009,Provoked,GUAM,North Region,Ritidian Point,Fishing,M,27,Speared shark bit his forearm PROVOKED INCIDENT,N,Blacktip shark
6-Mar-09,6,Mar,2009,Provoked,BAHAMAS,Exuma Islands,NA,Fishing,M,48,Lacerations to right forearm after he poked the shark with his spear PROVOKED INCIDENT,N,Unknown
21-Apr-09,21,Apr,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,3 puncture wounds to posterior right ankle,N,Unknown
20-Apr-09,20,Apr,2009,Unprovoked,PHILIPPINES,Batangas province,Mabini,Swimming,M,23,Legs bitten,N,Unknown
19-Apr-09,19,Apr,2009,Unprovoked,USA,Florida,"Carlin Park, Jupiter Inlet",Surfing,M,52,Left foot bitten,N,Unknown
17-Apr-09,17,Apr,2009,Unprovoked,USA,Florida,"Walton Rocks, St Lucie County",Surfing,M,31,Laceration to forearm,N,Unknown
12-Apr-09,12,Apr,2009,Unprovoked,AUSTRALIA,New South Wales,Fingal Bay,Surfing,M,40,"No injury, catapulted into the water & ski damage",N,Unknown
3-Apr-09,3,Apr,2009,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Walking,M,15,Lacerations to right foot and ankle,N,Unknown
27-Mar-09,27,Mar,2009,Provoked,SOUTH AFRICA,Eastern Cape Province,2-3 km north of Sunday's River mouth,Fishing,M,59,Calf bitten while helping angler measure the shark during fishing competition PROVOKED INCIDENT,N,Raggedtooth shark
21-Mar-09,21,Mar,2009,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Surfing,M,16,FATAL,Y,Unknown
20-Mar-09,20,Mar,2009,Unprovoked,AUSTRALIA,New South Wales,Blue Bay,Surfing,M,17,"Laceration to right foot, puncture wounds to calf",N,Bronze whaler shark
18-Mar-09,18,Mar,2009,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,F,17,Minor bite to ankle,N,Unknown
16-Mar-09,16,Mar,2009,Provoked,AUSTRALIA,Western Australia,"The Natural Jetty, Rottnest Island",Walking,M,21,Thigh bitten when he trod on the shark PROVOKED INCIDENT,N,Wobbegong shark
6-Mar-09,6,Mar,2009,Unprovoked,NEW CALEDONIA,South Province,Bourail,Surfing,M,19,FATAL,Y,Unknown
2-Mar-09,2,Mar,2009,Provoked,SOUTH AFRICA,Western Cape Province,Off Cape Point,Fishing,M,40,Lacerations to arm and 2 fingers by hooked shark PROVOKED INCIDENT,N,Blue shark
1-Mar-09,1,Mar,2009,Unprovoked,AUSTRALIA,New South Wales,Avalon,Surfing,M,15,Lacerations to leg,N,Unknown
12-Feb-09,12,Feb,2009,Unprovoked,AUSTRALIA,New South Wales,"Bondi Beach, Sydney",Surfing,M,33,Severe injury to hand,N,White shark
11-Feb-09,11,Feb,2009,Unprovoked,AUSTRALIA,New South Wales,"Garden Point, Woolloomooloo Sydney Harbour",Diving,M,31,Severe injuries to right hand & right thigh. Right hand  surgically amputated & his right leg a week later,N,Bull shark
7-Feb-09,7,Feb,2009,Unprovoked,AUSTRALIA,New South Wales,Cellito Beach,Surfing,M,41,"No injury, surfboard dented",N,White shark
25-Jan-09,25,Jan,2009,Unprovoked,CUBA,Guantanamo Province,Guantanamo Bay,Fishing,M,15,Severe lacerations to lower left leg,N,Bull shark
24-Jan-09,24,Jan,2009,Unprovoked,AUSTRALIA,New South Wales,"Surf Beach, Batemans Bay",Swimming,M,19,Hand injured,N,Unknown
24-Jan-09,24,Jan,2009,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Swimming,M,25,FATAL,Y,Tiger shark
12-Jan-09,12,Jan,2009,Unprovoked,AUSTRALIA,New South Wales,"Windang,       Lake Illawara",Snorkeling,M,24,Puncture wounds to right calf,N,Dusky shark
11-Jan-09,11,Jan,2009,Unprovoked,AUSTRALIA,Tasmania,Binalong Bay,Surfing,F,13,Severe lacerations to right leg,N,White shark
11-Jan-09,11,Jan,2009,Unprovoked,AUSTRALIA,New South Wales,Fingal Beach,Surfing,M,31,Left thigh severely bitten,N,White shark
10-Jan-09,10,Jan,2009,Unprovoked,ECUADOR,Galapagos Islands,Isla Isabella,Surfing,M,22,Right lower leg bitten & defense wounds to hand,N,Unknown
6-Jan-09,6,Jan,2009,Unprovoked,NEW ZEALAND,North Island,Haumoana,Swimming,M,49,Posterior thigh bitten,N,Sevengill shark
27-Dec-08,27,Dec,2008,Unprovoked,AUSTRALIA,New South Wales,Seal Rocks,Paddle and Boogie boarding,M,10,"No injury, shark tore his swim fin",N,Unknown
27-Dec-08,27,Dec,2008,Boating,AUSTRALIA,New South Wales,"Long Reef, north of Sydney",Kayaking,M,29,"No injury, shark struck kayak, catapulting him into the water",N,White shark
27-Dec-08,27,Dec,2008,Unprovoked,AUSTRALIA,Western Australia,Port Kennedy Beach,Snorkeling,M,51,FATAL,Y,White shark
10-Dec-08,10,Dec,2008,Provoked,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Fishing,M,15,"Lacerations to knees, thigh and hip by hooked shark PROVOKED iNCIDENT",N,Raggedtooth shark
6-Nov-08,6,Nov,2008,Unprovoked,PHILIPPINES,Luzon,"off Paoay, Ilocos Norte Province",Fishing,M,39,Torso & righ arm bitten FATAL,Y,Unknown
22-Oct-08,22,Oct,2008,Provoked,AUSTRALIA,New South Wales,"Oceanworld, Manley",Diving,M,34,Small laceration to head from captive shark,N,Grey nurse shark
21-Oct-08,21,Oct,2008,Unprovoked,NEW CALEDONIA,NA,NA,Fishing,M,24,Legs bitten,N,Lemon shark
12-Oct-08,12,Oct,2008,Provoked,AUSTRALIA,Northern Territory,Darwin,Fishing,M,50,Right leg injured by hook and hooked shark PROVOKED INCIDENT,N,Reef shark
11-Oct-08,11,Oct,2008,Unprovoked,AUSTRALIA,New South Wales,Lake Macquarie,Surfing,M,15,"No injury, board damaged",N,Unknown
8-Oct-08,8,Oct,2008,Unprovoked,USA,Florida,"Santa Rosa Beach, Walton County",Fishing,M,11,Lacerations,N,Unknown
6-Oct-08,6,Oct,2008,Unprovoked,CROATIA,"Split-Dalmatia Count,","Smokvina Bay, Vis Island",Fishing,M,43,Calf bitten,N,White shark
28-Sep-08,28,Sep,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,44,Small puncture wounds to the heel of left foot,N,Unknown
28-Sep-08,28,Sep,2008,Unprovoked,USA,Florida,Bethune Beach,Surfing,M,40,Right foot bitten,N,Unknown
15-Sep-08,15,Sep,2008,Provoked,AUSTRALIA,Northern Territory,Near Croker Island,Swimming,M,43,Right hand lacerated by netted shark PROVOKED INCIDENT,N,Bronze whaler shark
14-Sep-08,14,Sep,2008,Unprovoked,USA,Florida,"Ormond-by-the-Sea, Volusia County",Swimming,M,32,Lacerations to foot,N,Juvenile shark
9-Sep-08,9,Sep,2008,Unprovoked,USA,Hawaii,"Ka'a'awa, Oahu",Surfing,M,40,Bitten on right thigh & calf,N,Tiger shark
7-Sep-08,7,Sep,2008,Unprovoked,AUSTRALIA,New South Wales,"Clarks Beach, Byron Bay",Surfing,M,51,Shark became tangled in his surfboard leash. The surfer was not injured,N,Unknown
6-Sep-08,6,Sep,2008,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,43,Minor injury to foot,N,Unknown
6-Sep-08,6,Sep,2008,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,15,Minor injury to foot,N,Unknown
1-Sep-08,1,Sep,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,52,Shark bumped right ankle,N,Unknown
30-Aug-08,30,Aug,2008,Unprovoked,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",Surfing,M,29,"No injury, bumped off board by the shark",N,Unknown
30-Aug-08,30,Aug,2008,Provoked,ENGLAND,North Devon,Lundy Island,Fishing,M,52,Wrist bitten by hooked shark PROVOKED INCIDENT,N,Blue shark
28-Aug-08,28,Aug,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Superfical cut to left ankle,N,Unknown
27-Aug-08,27,Aug,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,26,Lacerations to lower left leg,N,Unknown
24-Aug-08,24,Aug,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,M,20,Minor injury to left foot,N,Unknown
20-Aug-08,20,Aug,2008,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Swimming,M,47,3 lacerations to forearm,N,Unknown
16-Aug-08,16,Aug,2008,Unprovoked,USA,US Virgin Islands,Buck Island,Walking,F,38,Severe lacerations to left foot,N,Bull shark
12-Aug-08,12,Aug,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Walking,F,13,Puncture wounds & 3-inch laceration to right calf,N,Unknown
30-Jul-08,30,Jul,2008,Unprovoked,AUSTRALIA,Victoria,Levys Beach,Surfing,M,31,"No injury, surfboard leash severed",N,White shark
26-Jul-08,26,Jul,2008,Unprovoked,MEXICO,Cabo San Lucas,NA,Swimming,M,33,3 puncture wounds to toe,N,Unknown
25-Jul-08,25,Jul,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,17,Right foot bitten,N,Unknown
25-Jul-08,25,Jul,2008,Unprovoked,USA,Hawaii,"Lahilahi Point, Oahu",Snorkeling,F,44,Forearm bitten,N,Unknown
24-Jul-08,24,Jul,2008,Unprovoked,USA,North Carolina,"Surf City, Topsail Island, Pender County",Walking,M,9,Minor lacerations to  toe,N,Unknown
24-Jul-08,24,Jul,2008,Unprovoked,USA,North Carolina,"Topsail Island, Pender County",Walking,F,8,Lacerations to dorsum of right foot,N,Unknown
23-Jul-08,23,Jul,2008,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15,Foot bitten after he stepped on the shark PROVOKED INCIDENT,N,Unknown
19-Jul-08,19,Jul,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Walking,M,16,Lacerations to lower left leg,N,Unknown
11-Jul-08,11,Jul,2008,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Surfing,M,24,Laceration to foream,N,Unknown
9-Jul-08,9,Jul,2008,Unprovoked,USA,North Carolina,"Emerald Isle, Carteret County",Swimming,F,14,Lacerations to  right foot,N,Unknown
28-Jun-08,28,Jun,2008,Unprovoked,BAHAMAS,Abaco Islands,NA,Fishing,M,42,Lacerations to calf,N,Bull shark
28-Jun-08,28,Jun,2008,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Surfing,M,46,"No injury, ski bitten",N,White shark
26-Jun-08,26,Jun,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,29,Minor laceration to foot,N,Unknown
26-Jun-08,26,Jun,2008,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,37,Lacerations to hand,N,Unknown
21-Jun-08,21,Jun,2008,Boating,USA,California,"West Cove, Catalina Island",Kayaking,F,40,"No injury. Shark bumped kayak, flinging her into the  water.",N,White shark
20-Jun-08,20,Jun,2008,Unprovoked,USA,Florida,"Fernandina Beach, Nassau County",Walking,F,35,Lacerations to lower right calf,N,Unknown
11-Jun-08,11,Jun,2008,Unprovoked,BRAZIL,Pernambuco,"Punta Del Chifre, Olinda",Surfing,M,14,Laceration to left leg & foot,N,Unknown
7-Jun-08,7,Jun,2008,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Paddle and Boogie boarding,M,40,Lacerations & abrasions to right hand,N,Unknown
1-Jun-08,1,Jun,2008,Unprovoked,USA,South Carolina,Cherry Grove,Paddle and Boogie boarding,F,15,Foot bitten,N,Unknown
1-Jun-08,1,Jun,2008,Unprovoked,BRAZIL,Pernambuco,"Piedade, Recife",Swimming,M,14,"Hand severed, buttocks bitten",N,Bull shark
26-May-08,26,May,2008,Unprovoked,USA,North Carolina,"Hammocks Beach State Park, Bear Island, Onslow County",Surfing,M,9,Biceps & lower arm bitten,N,Unknown
24-May-08,24,May,2008,Unprovoked,MEXICO,Guerro,Playa Linda,Surfing,M,49,Lacerations to right forearm and hand,N,Unknown
23-May-08,23,May,2008,Unprovoked,MEXICO,Guerro,Pantla Beach,Surfing,M,21,FATAL,Y,Unknown
14-May-08,14,May,2008,Unprovoked,FIJI,Yasawa Islands,Turtle Island,Diving,M,28,FATAL,Y,Unknown
10-May-08,10,May,2008,Unprovoked,AUSTRALIA,Western Australia,Albany,Swimming,M,37,Severe lacerations to left leg,N,White shark
7-May-08,7,May,2008,Unprovoked,NEW CALEDONIA,North Province,Hiengh?ne,Fishing,M,40,Lower legs bitten,N,Bull shark
7-May-08,7,May,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Walking,M,6,2 inch laceration to left lower calf.,N,Unknown
28-Apr-08,28,Apr,2008,Unprovoked,MEXICO,Guerro,Troncones Beach,Surfing,M,24,FATAL    Severe bite to right thigh,Y,Tiger shark
28-Apr-08,28,Apr,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,3-inch laceration to dorsal surface of left foot,N,Unknown
27-Apr-08,27,Apr,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,Calf bitten,N,Unknown
26-Apr-08,26,Apr,2008,Unprovoked,NEW CALEDONIA,North Province,Poindimi?,Swimming,M,32,Lacerations to left foot,N,Bull shark
26-Apr-08,26,Apr,2008,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,Puncture wounds to right foot                  PROVOKED INCIDENT,N,Unknown
25-Apr-08,25,Apr,2008,Unprovoked,USA,California,"Solana Beach, San Diego County",Swimming,M,66,FATAL,Y,White shark
20-Apr-08,20,Apr,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Cuts & punctures to right foot,N,Unknown
15-Apr-08,15,Apr,2008,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,30,Puncture wounds to right foot,N,Unknown
25-Mar-08,25,Mar,2008,Unprovoked,USA,Florida,"Palm Beach Shores, Palm Beach County",Walking,M,15,Shin bitten,N,Unknown
8-Apr-08,8,Apr,2008,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",Paddle and Boogie boarding,M,16,FATAL,Y,Bull shark
3-Apr-08,3,Apr,2008,Unprovoked,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Walking,M,18,Right foot & ankle bitten,N,Unknown
28-Mar-08,28,Mar,2008,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,Fishing,M,39,Right leg bitten,N,Unknown
28-Mar-08,28,Mar,2008,Unprovoked,USA,Florida,"New Smyrna Beach / Ponce Inlet, Volusia County",Surfing,M,52,Foot bitten,N,Unknown
23-Mar-08,23,Mar,2008,Unprovoked,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Walking,M,13,Three small lacerations/ punctures to right foot,N,Unknown
21-Mar-08,21,Mar,2008,Unprovoked,USA,Florida,"Beachway Avenue Approach, New Smyrna Beach, Volusia County",Walking,M,14,Two 3-inch lacerations to right ankle,N,Unknown
7-Mar-08,7,Mar,2008,Unprovoked,USA,California,"Huntington Beach, Orange County",Surfing,M,27,"No injury to surfer, surfboard bitten by the shark",N,White shark
24-Feb-08,24,Feb,2008,Unprovoked,BAHAMAS,Northern Bahamas,"Dive site known as ""The End of the Map""",Diving,M,49,"Leg bitten, FATAL",Y,Bull shark
21-Feb-08,21,Feb,2008,Unprovoked,FRENCH POLYNESIA,Society Islands,Tahiti,Fishing,M,26,Lacerations to face,N,Unknown
15-Feb-08,15,Feb,2008,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,25,Lacerations to foot,N,Unknown
29-Jan-08,29,Jan,2008,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Suncoast Pirates Beach, Durban",Surfing,M,42,"No injury to surf-skiier, shark holed ski",N,Blacktip shark
10-Jan-08,10,Jan,2008,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,20,Left foot bitten,N,Unknown
21-Dec-07,21,Dec,2007,Unprovoked,ECUADOR,Galapagos Islands,San Cristobal Island,Surfing,M,24,Lacerations & puncture wounds  to left thigh,N,Unknown
18-Dec-07,18,Dec,2007,Unprovoked,AUSTRALIA,New South Wales,Jimmy's Beach,Surfing,M,31,Severe lacerations to right buttock,N,Unknown
10-Dec-07,10,Dec,2007,Unprovoked,USA,Hawaii,"Waialua Bay, O'ahu",Surfing,M,52,"No injury, shark bit surfboard",N,Tiger shark
18-Nov-07,18,Nov,2007,Provoked,AUSTRALIA,Western Australia,In a tidal creek    5 km from Wickham,Fishing,M,32,Minor injury to finger by netted shark PROVOKED INCIDENT,N,Reef shark
7-Nov-07,7,Nov,2007,Unprovoked,SOUTH AFRICA,Western Cape Province,The Strand,Surfing,M,14,Lacerations to feet,N,Unknown
6-Nov-07,6,Nov,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,Cut to right knee,N,Unknown
4-Nov-07,4,Nov,2007,Unprovoked,USA,Florida,"Round Island Park, Indian River County",Surfing,M,42,Lacerations to right leg,N,Unknown
3-Nov-07,3,Nov,2007,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,Surfing,M,37,Lacerations to thigh,N,White shark
29-Oct-07,29,Oct,2007,Unprovoked,USA,Hawaii,"Wailea, Maui",Floating,M,32,Lacerations to left lower leg,N,Tiger shark
15-Oct-07,15,Oct,2007,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,Surfing,F,52,small laceration to wrist,N,White shark
13-Oct-07,13,Oct,2007,Unprovoked,AUSTRALIA,Queensland,Holmes Reef,Fishing,M,31,Laceration to calf,N,Bronze whaler shark
7-Oct-07,7,Oct,2007,Unprovoked,USA,California,"Venice Pier, Venice, Los Angeles County",Surfing,M,22,4 scratches on left hand,N,Unknown
6-Oct-07,6,Oct,2007,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,16,Severe lacerations to right hand,N,Blacktip shark
30-Sep-07,30,Sep,2007,Unprovoked,NEW CALEDONIA,Loyalty Islands,"Bay of Luengoni, Lifou Island",Swimming,F,23,FATAL,Y,Tiger shark
28-Sep-07,28,Sep,2007,Unprovoked,BAHAMAS,Grand Bahama Island,Sweetings Cay,Fishing,F,48,Thigh bitten,N,Caribbean reef shark
20-Sep-07,20,Sep,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,23,Small lacerations to bottom of right big toe,N,Unknown
16-Sep-07,16,Sep,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Walking,M,56,Laceration to right heel,N,Unknown
13-Sep-07,13,Sep,2007,Unprovoked,USA,Florida,"Lauderdale-by-the-Sea, Broward County",Snorkeling,M,14,"Minor injury, shark latched onto his abdomen",N,Grey nurse shark
8-Sep-07,8,Sep,2007,Unprovoked,USA,Florida,"Pepper Park Beach, St. Lucie County",Walking,F,58,Puncture wounds & 2-inch laceration to calf,N,Unknown
5-Sep-07,5,Sep,2007,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Walking,F,36,Laceration to right big toe,N,Unknown
4-Sep-07,4,Sep,2007,Unprovoked,USA,South Carolina,Sullivan's Island,Standing,M,15,Lacerations to left calf and both feet,N,Unknown
3-Sep-07,3,Sep,2007,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Playing in the water,F,12,Tiny punctures to arm,N,Unknown
3-Sep-07,3,Sep,2007,Unprovoked,USA,Florida,"Fort Lauderdale, Broward County",Swimming,M,58,"3"" laceration to left forearm",N,Unknown
28-Aug-07,28,Aug,2007,Unprovoked,USA,Hawaii,"Ka'a'awa, Oahu",Paddle and Boogie boarding,M,15,Laceration to right heel,N,Tiger shark
28-Aug-07,28,Aug,2007,Unprovoked,USA,California,"Marina State Beach, Monterey County",Surfing,M,24,Lacerations to thigh & torso,N,White shark
26-Aug-07,26,Aug,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,54,Left hand  bitten,N,Unknown
25-Aug-07,25,Aug,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,27,6 lacerations to left hand,N,Unknown
19-Aug-07,19,Aug,2007,Unprovoked,USA,Florida,"Islamorada Founder's Park, Plantation Key, Monroe County",Swimming,M,52,Torso bitten,N,Unknown
19-Aug-07,19,Aug,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,16,Foot bitten,N,Unknown
19-Aug-07,19,Aug,2007,Unprovoked,USA,South Carolina,"Lakewood Campground, Grand Strand, Horry County",Playing in the water,M,7,Right calf bitten,N,Unknown
